"시군구별(1)",시군구별(2),시군구별(3),2020,2020,2020,2020,2020
"시군구별(1)",시군구별(2),시군구별(3),응답자수 (명),조율 (점),조율표준오차,표준화율 (점),표준화율표준오차
"서울특별시",소계,소계,22855,51.7,0.2,51.6,0.2
"서울특별시",강남구,소계,916,51.0,0.7,51.0,0.7
"서울특별시",강동구,소계,915,50.4,1.0,50.8,0.8
"서울특별시",강북구,소계,911,50.7,0.7,50.5,0.9
"서울특별시",강서구,소계,912,54.4,1.0,54.4,0.9
"서울특별시",관악구,소계,917,54.2,0.8,53.6,0.7
"서울특별시",광진구,소계,919,49.4,0.8,49.9,0.7
"서울특별시",구로구,소계,912,50.4,1.0,50.1,0.9
"서울특별시",금천구,소계,916,51.0,0.8,51.5,0.8
"서울특별시",노원구,소계,914,54.9,0.7,54.2,0.7
"서울특별시",도봉구,소계,914,54.4,0.7,54.2,0.9
"서울특별시",동대문구,소계,915,50.0,0.9,49.4,0.9
"서울특별시",동작구,소계,915,47.1,0.9,47.2,0.8
"서울특별시",마포구,소계,914,51.2,0.8,51.2,0.8
"서울특별시",서대문구,소계,919,51.3,0.9,51.8,0.8
"서울특별시",서초구,소계,914,52.8,0.9,53.1,0.8
"서울특별시",성동구,소계,915,49.6,1.0,49.9,0.8
"서울특별시",성북구,소계,904,51.5,0.9,51.5,0.9
"서울특별시",송파구,소계,926,55.3,0.7,55.0,0.7
"서울특별시",양천구,소계,914,53.2,0.8,52.7,0.7
"서울특별시",영등포구,소계,912,49.6,0.8,49.2,0.8
"서울특별시",용산구,소계,910,49.1,0.8,48.8,0.9
"서울특별시",은평구,소계,918,49.5,0.8,49.4,0.8
"서울특별시",종로구,소계,916,52.8,0.7,52.3,0.7
"서울특별시",중구,소계,905,57.9,0.8,57.4,0.8
"서울특별시",중랑구,소계,912,49.3,0.8,49.4,0.8
"부산광역시",소계,소계,14458,53.3,0.2,52.8,0.2
"부산광역시",강서구,소계,901,50.8,1.1,50.2,0.9
"부산광역시",금정구,소계,908,49.2,0.9,49.3,0.9
"부산광역시",기장군,소계,899,52.0,1.0,51.7,0.9
"부산광역시",남구,소계,908,53.6,1.0,52.6,0.9
"부산광역시",동구,소계,896,56.1,0.8,54.3,0.9
"부산광역시",동래구,소계,909,52.2,0.9,51.8,0.9
"부산광역시",부산진구,소계,910,54.0,0.8,53.6,0.8
"부산광역시",북구,소계,908,60.5,0.9,60.1,0.7
"부산광역시",사상구,소계,908,49.3,0.8,49.5,0.9
"부산광역시",사하구,소계,903,52.3,0.9,52.2,0.8
"부산광역시",서구,소계,902,56.3,0.8,54.4,0.8
"부산광역시",수영구,소계,896,51.9,0.9,50.9,1.0
"부산광역시",연제구,소계,903,52.9,1.0,52.4,0.9
"부산광역시",영도구,소계,902,51.0,0.9,49.3,0.9
"부산광역시",중구,소계,895,56.3,1.1,54.2,1.0
"부산광역시",해운대구,소계,910,54.7,0.9,54.5,0.9
"대구광역시",소계,소계,7277,55.3,0.3,54.9,0.3
"대구광역시",남구,소계,914,54.1,0.6,53.4,0.6
"대구광역시",달서구,소계,912,57.1,0.8,57.0,0.7
"대구광역시",달성군,소계,911,50.9,0.9,51.0,0.8
"대구광역시",동구,소계,911,60.1,0.9,58.2,0.8
"대구광역시",북구,소계,897,53.1,0.8,53.2,0.7
"대구광역시",서구,소계,917,55.7,0.8,56.2,0.9
"대구광역시",수성구,소계,913,53.5,0.7,53.0,0.7
"대구광역시",중구,소계,902,56.6,0.7,55.9,0.7
"인천광역시",소계,소계,8920,54.0,0.3,53.4,0.3
"인천광역시",강화군,소계,889,49.1,1.3,47.7,1.3
"인천광역시",계양구,소계,899,47.5,1.0,47.5,0.9
"인천광역시",미추홀구,소계,901,53.2,0.8,52.1,0.8
"인천광역시",남동구,소계,899,60.4,0.8,59.6,0.9
"인천광역시",동구,소계,857,57.1,0.9,56.7,0.9
"인천광역시",부평구,소계,905,56.6,0.8,55.9,0.8
"인천광역시",서구,소계,902,50.3,0.8,50.1,0.8
"인천광역시",연수구,소계,905,53.8,0.9,53.5,0.8
"인천광역시",옹진군,소계,869,61.2,1.2,59.5,1.2
"인천광역시",중구,소계,894,50.8,0.8,50.4,0.8
"광주광역시",소계,소계,4611,53.1,0.3,52.7,0.3
"광주광역시",광산구,소계,920,51.6,0.7,51.1,0.7
"광주광역시",남구,소계,931,55.0,0.8,55.2,0.7
"광주광역시",동구,소계,910,49.4,0.9,49.0,0.8
"광주광역시",북구,소계,916,54.5,0.7,53.8,0.7
"광주광역시",서구,소계,934,52.8,0.7,53.1,0.6
"대전광역시",소계,소계,4416,55.1,0.4,54.9,0.4
"대전광역시",대덕구,소계,911,49.7,0.8,49.6,0.7
"대전광역시",동구,소계,760,63.5,0.8,63.6,0.7
"대전광역시",서구,소계,919,49.8,0.8,49.8,0.6
"대전광역시",유성구,소계,912,61.8,1.1,61.6,0.8
"대전광역시",중구,소계,914,53.7,0.8,52.8,0.9
"울산광역시",소계,소계,4552,52.6,0.4,52.2,0.4
"울산광역시",남구,소계,913,53.1,0.8,52.8,0.8
"울산광역시",동구,소계,909,52.4,0.8,51.7,0.9
"울산광역시",북구,소계,911,50.6,0.8,50.2,0.7
"울산광역시",울주군,소계,909,53.4,0.7,52.9,0.7
"울산광역시",중구,소계,910,53.1,0.9,52.8,0.8
"세종특별자치시",소계,소계,917,55.2,0.9,55.3,0.7
"세종특별자치시",세종시,소계,917,55.2,0.9,55.3,0.7
"경기도",소계,소계,41846,51.9,0.1,51.5,0.1
"경기도",가평군,소계,906,51.0,0.8,49.1,0.8
"경기도",고양시,소계,2753,51.6,0.5,51.1,0.4
"경기도",고양시,덕양구,910,52.0,0.8,51.4,0.7
"경기도",고양시,일산동구,933,49.4,0.9,49.0,0.8
"경기도",고양시,일산서구,910,53.3,0.9,52.8,0.8
"경기도",과천시,소계,902,52.2,1.1,51.8,0.8
"경기도",구리시,소계,917,49.6,0.9,48.9,0.8
"경기도",김포시,소계,913,47.2,1.0,47.1,0.8
"경기도",남양주시,소계,1805,50.2,0.6,49.9,0.6
"경기도",남양주시,남양주,913,48.7,0.8,48.7,0.8
"경기도",남양주시,남양주 풍양,892,53.2,1.1,52.2,0.9
"경기도",동두천시,소계,923,58.0,1.8,56.9,1.1
"경기도",부천시,소계,2740,51.9,0.6,51.9,0.5
"경기도",부천시,소사구,912,55.0,1.0,54.9,0.8
"경기도",부천시,오정구,914,50.5,1.0,50.8,0.8
"경기도",부천시,원미구,914,50.8,1.0,50.8,0.8
"경기도",양주시,소계,909,53.8,1.0,53.5,0.9
"경기도",양평군,소계,904,55.5,0.9,54.1,1.0
"경기도",여주시,소계,902,60.2,1.0,57.3,0.9
"경기도",연천군,소계,891,52.8,1.1,50.6,1.0
"경기도",의정부시,소계,911,46.3,0.8,46.7,0.9
"경기도",이천시,소계,913,51.8,0.9,51.1,0.8
"경기도",파주시,소계,904,55.7,1.1,55.6,1.0
"경기도",포천시,소계,900,56.2,1.1,54.0,1.1
"경기도",하남시,소계,912,50.4,1.0,49.9,0.8
"경기도",광명시,소계,916,49.3,0.8,49.6,0.7
"경기도",광주시,소계,919,56.5,1.0,55.5,0.7
"경기도",군포시,소계,907,51.8,1.1,51.2,0.9
"경기도",성남시,소계,2732,50.5,0.5,50.8,0.4
"경기도",성남시,분당구,909,52.5,0.8,52.9,0.6
"경기도",성남시,수정구,916,45.1,0.8,45.2,0.7
"경기도",성남시,중원구,907,52.1,0.9,52.2,0.7
"경기도",수원시,소계,3648,52.1,0.5,51.5,0.4
"경기도",수원시,권선구,926,54.6,1.0,53.8,0.7
"경기도",수원시,영통구,909,51.8,0.8,51.6,0.8
"경기도",수원시,장안구,902,50.4,1.0,49.9,0.8
"경기도",수원시,팔달구,911,50.0,0.8,49.0,0.7
"경기도",시흥시,소계,910,50.9,0.9,50.3,0.7
"경기도",안산시,소계,1831,57.8,0.6,57.4,0.6
"경기도",안산시,단원구,919,56.1,0.8,55.8,0.8
"경기도",안산시,상록구,912,59.2,1.0,58.7,0.8
"경기도",안성시,소계,887,57.2,1.0,56.6,0.9
"경기도",안양시,소계,1801,50.4,0.6,50.2,0.5
"경기도",안양시,동안구,897,52.2,0.7,52.0,0.7
"경기도",안양시,만안구,904,48.3,0.9,48.0,0.8
"경기도",오산시,소계,907,48.0,0.7,47.7,0.7
"경기도",용인시,소계,2717,50.0,0.5,49.7,0.4
"경기도",용인시,기흥구,903,50.7,0.8,50.4,0.7
"경기도",용인시,수지구,909,50.6,0.9,50.5,0.8
"경기도",용인시,처인구,905,47.9,0.8,47.6,0.7
"경기도",의왕시,소계,917,49.5,0.9,49.1,0.7
"경기도",평택시,소계,1834,57.7,0.6,57.2,0.6
"경기도",평택시,송탄,911,56.9,0.8,56.7,0.8
"경기도",평택시,평택,923,58.1,0.8,57.6,0.8
"경기도",화성시,소계,915,51.2,0.8,50.9,0.7
"강원도",소계,소계,15777,52.8,0.3,52.3,0.3
"강원도",강릉시,소계,893,51.6,0.9,50.8,1.0
"강원도",고성군,소계,867,57.9,1.4,55.7,1.1
"강원도",동해시,소계,884,55.7,0.9,54.7,0.9
"강원도",삼척시,소계,880,56.9,1.0,55.2,1.0
"강원도",속초시,소계,886,52.7,1.0,52.3,0.7
"강원도",양구군,소계,859,56.8,1.4,54.7,1.1
"강원도",양양군,소계,865,52.7,1.2,50.8,1.0
"강원도",영월군,소계,874,63.6,0.9,58.7,1.1
"강원도",원주시,소계,886,49.7,0.7,50.2,0.7
"강원도",인제군,소계,869,54.4,1.0,53.9,1.0
"강원도",정선군,소계,875,52.1,0.8,51.4,1.0
"강원도",철원군,소계,875,55.2,1.0,53.8,0.8
"강원도",춘천시,소계,892,49.9,0.9,50.6,0.7
"강원도",태백시,소계,878,54.0,0.9,51.8,0.9
"강원도",평창군,소계,874,55.6,0.8,54.0,1.0
"강원도",홍천군,소계,879,57.8,1.2,55.7,1.0
"강원도",화천군,소계,863,53.5,1.0,52.3,1.1
"강원도",횡성군,소계,878,58.9,1.0,56.6,1.3
"충청북도",소계,소계,12393,54.8,0.3,53.9,0.3
"충청북도",괴산군,소계,875,56.7,1.0,52.8,1.5
"충청북도",단양군,소계,876,55.0,0.9,53.2,1.2
"충청북도",보은군,소계,852,52.4,1.1,49.4,1.4
"충청북도",영동군,소계,879,58.4,1.9,56.2,1.4
"충청북도",옥천군,소계,863,50.2,1.2,48.9,1.1
"충청북도",음성군,소계,899,57.6,1.1,56.0,0.9
"충청북도",제천시,소계,899,58.7,1.0,56.5,1.0
"충청북도",증평군,소계,880,50.7,1.0,50.0,0.8
"충청북도",진천군,소계,883,54.9,1.2,53.0,1.0
"충청북도",청주시,소계,3592,55.6,0.5,55.1,0.4
"충청북도",청주시,상당구,897,54.1,1.0,53.0,0.8
"충청북도",청주시,서원구,899,55.2,0.8,54.7,0.7
"충청북도",청주시,흥덕구,899,56.6,0.7,56.2,0.8
"충청북도",청주시,청원구,897,56.2,1.2,55.8,0.9
"충청북도",충주시,소계,895,49.0,1.1,48.9,0.9
"충청남도",소계,소계,13370,55.0,0.4,53.9,0.3
"충청남도",계룡시,소계,884,54.4,1.1,53.9,0.9
"충청남도",공주시,소계,896,56.4,0.9,56.2,0.9
"충청남도",금산군,소계,883,55.6,1.0,53.7,1.2
"충청남도",논산시,소계,886,53.0,1.1,51.4,0.9
"충청남도",당진시,소계,897,54.0,0.8,51.6,1.2
"충청남도",보령시,소계,892,59.5,1.4,57.1,1.3
"충청남도",부여군,소계,898,54.5,1.0,54.6,1.5
"충청남도",서산시,소계,890,48.9,0.9,47.9,0.8
"충청남도",서천군,소계,887,62.5,1.2,60.0,1.4
"충청남도",아산시,소계,900,49.1,0.9,48.8,0.9
"충청남도",예산군,소계,895,60.2,1.2,57.1,1.2
"충청남도",천안시,소계,902,57.9,1.0,57.4,0.7
"충청남도",청양군,소계,870,50.7,1.4,49.6,1.7
"충청남도",태안군,소계,893,49.8,0.7,48.5,1.0
"충청남도",홍성군,소계,897,58.9,1.0,57.8,1.1
"전라북도",소계,소계,12316,57.6,0.4,55.9,0.4
"전라북도",고창군,소계,886,51.8,0.8,51.4,1.0
"전라북도",군산시,소계,862,50.9,0.9,50.7,0.9
"전라북도",김제시,소계,894,62.6,1.3,60.6,1.3
"전라북도",남원시,소계,887,66.2,1.1,63.6,1.2
"전라북도",무주군,소계,871,69.6,1.4,65.6,1.5
"전라북도",부안군,소계,879,59.8,1.4,57.1,1.6
"전라북도",순창군,소계,875,75.0,1.2,71.1,1.2
"전라북도",완주군,소계,876,57.7,0.8,58.5,0.8
"전라북도",익산시,소계,881,66.9,0.9,64.5,0.8
"전라북도",임실군,소계,880,60.2,1.2,56.1,1.1
"전라북도",장수군,소계,875,69.1,1.4,64.6,1.4
"전라북도",전주시,소계,890,52.7,0.9,51.9,0.7
"전라북도",정읍시,소계,900,57.9,0.8,55.4,0.9
"전라북도",진안군,소계,860,60.3,1.8,57.3,1.8
"전라남도",소계,소계,19379,55.6,0.3,53.7,0.3
"전라남도",강진군,소계,865,61.5,1.0,59.2,1.5
"전라남도",고흥군,소계,891,65.2,0.8,65.8,1.0
"전라남도",곡성군,소계,875,61.3,1.1,55.5,1.6
"전라남도",광양시,소계,896,53.5,1.1,52.3,1.0
"전라남도",구례군,소계,877,56.5,1.2,56.0,1.5
"전라남도",나주시,소계,859,48.5,1.2,47.7,1.1
"전라남도",담양군,소계,885,51.5,1.2,47.8,1.2
"전라남도",목포시,소계,897,56.4,0.8,56.5,0.8
"전라남도",무안군,소계,862,55.2,1.1,53.7,1.1
"전라남도",보성군,소계,882,49.3,1.4,50.3,1.3
"전라남도",순천시,소계,898,50.5,1.0,49.7,0.9
"전라남도",신안군,소계,822,59.1,0.8,58.5,1.0
"전라남도",여수시,소계,898,54.5,0.8,51.8,0.9
"전라남도",영광군,소계,895,55.3,1.2,53.4,1.1
"전라남도",영암군,소계,887,52.7,0.9,50.7,1.1
"전라남도",완도군,소계,889,66.6,1.3,64.0,1.2
"전라남도",장성군,소계,886,57.9,0.8,57.4,1.1
"전라남도",장흥군,소계,882,59.9,1.6,57.6,1.5
"전라남도",진도군,소계,877,58.4,1.2,57.5,1.1
"전라남도",함평군,소계,888,57.3,1.7,55.8,1.6
"전라남도",해남군,소계,877,69.4,1.0,64.8,1.2
"전라남도",화순군,소계,891,57.9,1.2,54.0,1.1
"경상북도",소계,소계,21898,56.0,0.3,54.3,0.3
"경상북도",경산시,소계,899,50.3,1.0,50.0,0.9
"경상북도",경주시,소계,896,55.0,0.7,53.7,0.9
"경상북도",고령군,소계,876,62.1,1.0,57.7,1.1
"경상북도",구미시,소계,1793,56.8,0.7,56.5,0.7
"경상북도",구미시,구미,900,56.3,0.9,56.2,0.8
"경상북도",구미시,선산,893,58.7,0.9,56.9,0.9
"경상북도",군위군,소계,859,57.9,1.4,53.4,1.6
"경상북도",김천시,소계,888,52.2,1.0,48.7,1.0
"경상북도",문경시,소계,874,58.2,0.8,55.7,1.2
"경상북도",봉화군,소계,839,58.5,1.2,57.0,1.8
"경상북도",상주시,소계,893,55.0,1.0,51.2,1.3
"경상북도",성주군,소계,862,59.7,0.9,57.0,1.1
"경상북도",안동시,소계,898,55.4,1.3,53.7,1.3
"경상북도",영덕군,소계,884,61.9,1.7,59.3,1.5
"경상북도",영양군,소계,849,64.5,0.9,61.0,1.1
"경상북도",영주시,소계,894,60.2,0.9,59.1,0.9
"경상북도",영천시,소계,885,60.6,0.9,57.8,1.2
"경상북도",예천군,소계,879,56.4,1.0,54.6,1.2
"경상북도",울릉군,소계,831,59.3,5.2,53.6,1.4
"경상북도",울진군,소계,852,56.7,1.2,54.8,1.2
"경상북도",의성군,소계,814,54.9,1.1,49.3,1.9
"경상북도",청도군,소계,880,55.0,1.0,52.4,1.2
"경상북도",청송군,소계,874,62.3,0.8,57.4,1.1
"경상북도",칠곡군,소계,884,53.3,1.2,52.4,0.9
"경상북도",포항시,소계,1795,56.7,0.7,55.1,0.6
"경상북도",포항시,남구,897,54.5,0.8,54.2,0.8
"경상북도",포항시,북구,898,58.5,1.1,55.9,0.9
"경상남도",소계,소계,17894,53.4,0.3,52.4,0.3
"경상남도",거제시,소계,903,51.0,0.9,50.8,0.9
"경상남도",거창군,소계,894,61.7,1.1,57.6,1.1
"경상남도",고성군,소계,893,59.2,0.9,56.5,1.0
"경상남도",김해시,소계,904,56.0,0.8,55.7,0.8
"경상남도",남해군,소계,890,60.8,1.0,57.5,1.3
"경상남도",창원시,소계,2707,49.9,0.5,49.6,0.5
"경상남도",창원시,마산,904,51.2,0.8,50.7,0.9
"경상남도",창원시,진해,900,49.0,1.0,48.5,0.9
"경상남도",창원시,창원,903,49.1,0.8,49.1,0.8
"경상남도",밀양시,소계,897,50.9,1.0,51.3,0.9
"경상남도",사천시,소계,898,55.9,1.3,53.6,1.2
"경상남도",산청군,소계,876,59.0,0.9,55.6,1.2
"경상남도",양산시,소계,903,52.7,0.8,52.4,0.8
"경상남도",의령군,소계,880,60.0,1.1,55.4,1.3
"경상남도",진주시,소계,905,51.2,0.9,50.0,0.8
"경상남도",창녕군,소계,900,51.7,0.7,51.6,0.7
"경상남도",통영시,소계,900,57.2,0.9,55.5,0.8
"경상남도",하동군,소계,890,63.4,1.2,58.6,1.5
"경상남도",함안군,소계,896,62.1,1.0,58.3,1.0
"경상남도",함양군,소계,887,66.2,1.1,63.1,1.1
"경상남도",합천군,소계,871,59.4,1.3,52.5,1.6
"제주특별자치도",소계,소계,4929,55.2,0.4,54.1,0.4
"제주특별자치도",서귀포시,소계,2418,55.9,0.6,54.0,0.6
"제주특별자치도",서귀포시,서귀포시 서귀포,847,53.8,0.8,51.9,0.9
"제주특별자치도",서귀포시,서귀포시 동부,765,58.6,1.3,56.7,1.1
"제주특별자치도",서귀포시,서귀포시 서부,806,58.6,1.3,57.4,1.0
"제주특별자치도",제주시,소계,2511,54.9,0.5,54.0,0.5
"제주특별자치도",제주시,제주시 제주,855,53.8,0.6,53.3,0.6
"제주특별자치도",제주시,제주시 동부,825,52.5,1.3,51.0,1.1
"제주특별자치도",제주시,제주시 서부,831,61.5,1.7,59.4,1.0
